"key","type","title","DOI","date","pub","collections"
"BK55DCM3","journalArticle","Controlling swimming and crawling in a fish robot using a central pattern generator","10.1007/s10514-007-9071-6","8/2008","Autonomous Robots","7MUA9TNJ;JHS52VG2;T82M4DVB;TYJX29H8"
"KCC2QRCW","bookSection","A Neuromechanical Model of Spinal Control of Locomotion","10.1007/978-1-4939-3267-2_2","2016",,"FJVWT8R9;G7U2YC7Y;J9QQKKC3;N9R9QB36;XK5E9LE4;Z8JX6KUL"
"TBZ3RSLF","conferencePaper","Visual Guidance Of A Mobile Robot Equipped With A Network Of Self-Motion Sensors","10.1117/12.969868","1990/03/01",,"5T5PXLZC"
"46Y87E2J","conferencePaper","BoxyBot: a swimming and crawling fish robot controlled by a central pattern generator","10.1109/BIOROB.2006.1639162","2006",,"7MUA9TNJ;FXQ6HTLZ;JHS52VG2;RPTFU546;T82M4DVB;TYJX29H8"
"B8IIR2CU","journalArticle","Microstimulation of the medullary reticular formation during fictive locomotion.","10.1152/jn.1994.71.1.229","1994-01-01","Journal of Neurophysiology","N9R9QB36"
"9F8AFG4T","journalArticle","Mechanisms of Left-Right Coordination in Mammalian Locomotor Pattern Generation Circuits: A Mathematical Modeling View",,"2015-05-01",,"N9R9QB36"
"TKDPKVYG","journalArticle","State-dependent rhythmogenesis and frequency control in a half-center locomotor CPG","10.1152/jn.00550.2017","2018-01-01","Journal of Neurophysiology","N9R9QB36"
"9ZC22GED","journalArticle","Activity of vestibulospinal neurons during locomotion.","10.1016/0006-8993(72)90007-8","1972-11-13","Brain Research","N9R9QB36"
"694YPFDU","journalArticle","Multifrequency Hebbian plasticity in coupled neural oscillators","10.1007/s00422-020-00854-6","02/2021","Biological Cybernetics","QUIZCN5R"
"T4FX7L4M","journalArticle","Adaptation after vastus lateralis denervation in rats demonstrates neural regulation of joint stresses and strains","10.7554/eLife.38215","September 3, 2018","eLife","XXAXGRUX"
"8M54HEI2","journalArticle","Biologically inspired approaches to robotics: what can we learn from insects?","10.1145/245108.245118","1997-03-01","Communications of The ACM","N9R9QB36"
"QQUH29J2","journalArticle","Activity of medullary reticulospinal neurons during fictive locomotion.","10.1152/jn.1993.69.6.2232","1993-06-01","Journal of Neurophysiology","N9R9QB36"
"D2DKJCJH","journalArticle","Human lumbar cord circuitries can be activated by extrinsic tonic input to generate locomotor-like activity","10.1016/j.humov.2007.01.005","2007","Human Movement Science","N9R9QB36"
"NKH8X876","conferencePaper","Tetraspine: Robust terrain handling on a tensegrity robot using central pattern generators","10.1109/AIM.2013.6584102","July 2013",,"AJENK7I2;DUTVHULR"
"DPHUJBQK","journalArticle","The distal hindlimb musculature of the cat. Cutaneous reflexes during locomotion.","10.1007/bf00235875","1985-01-01","Experimental Brain Research","N9R9QB36"
"56M5UP3A","journalArticle","Proprioception from a neurally controlled lower-extremity prosthesis","10.1126/scitranslmed.aap8373","2018-05-30","Science Translational Medicine","7N4C29P2;N9R9QB36"
"HQFYAQIS","journalArticle","Simultaneous perturbation learning rule for recurrent neural networks and its FPGA implementation","10.1109/TNN.2005.852237","November 2005","IEEE Transactions on Neural Networks","5T5PXLZC"
"Y4DY9VRF","journalArticle","Neuromuscular Models for Locomotion","10.1016/b978-0-12-803766-9.00008-7","2017-01-01",,"N9R9QB36"
"XZGQH9N9","attachment","Terman-Wang95.pdf",,,,"QUIZCN5R"
"ULEGTR8P","journalArticle","Synchronization of coupled neural oscillators with heterogeneous delays","10.1142/S0218127413300395","12/2013","International Journal of Bifurcation and Chaos","QUIZCN5R"
"ASEBG8N3","journalArticle","Spinal cords: Symphonies of interneurons across species","10.3389/fncir.2023.1146449","2023-04-26",,"N9R9QB36"
"NE8SR95C","journalArticle","Rhythmic patterns in the thoracic nerve cord of the stick insect induced by pilocarpine",,"1995-02-01","The Journal of Experimental Biology","N9R9QB36"
"GBBD3RMN","journalArticle","Optimization of Muscle Activity for Task-Level Goals Predicts Complex Changes in Limb Forces across Biomechanical Contexts","10.1371/journal.pcbi.1002465","Apr 12, 2012","PLOS Comput Biol","BHJDGXEG;WGWM9X3A"
"D348LDKE","journalArticle","Distribution of Heterogenic Reflexes Among the Quadriceps and Triceps Surae Muscles of the Cat Hind Limb","10.1152/jn.00833.2002","10/2003","Journal of Neurophysiology","XXAXGRUX"
"BT7CT3HH","journalArticle","Internal Structure of the Fly Elementary Motion Detector","10.1016/j.neuron.2011.03.028","2011-06-23","Neuron","5T5PXLZC"
"8MTACBIX","journalArticle","Learning CPG-based Biped Locomotion with a Policy Gradient Method: Application to a Humanoid Robot","10.1177/0278364907084980","02/2008","The International Journal of Robotics Research","7MUA9TNJ;JHS52VG2;TYJX29H8;XQM5FLN5"
"WXDA5BFL","journalArticle","Neural control of locomotion","10.1007/978-1-4757-0964-3","1976-01-01",,"N9R9QB36"
"F83UXCB2","journalArticle","Two-Directional 1-g Visual Motion Sensor Inspired by the Fly's Eye","10.1109/JSEN.2012.2230622","March 2013","IEEE Sensors Journal","5T5PXLZC"
"5QFKGIIF","journalArticle","Model-based neuromechanical controller for a robotic leg",,"2010-02-01",,"N9R9QB36"
"3ZICJCZC","journalArticle","Organization of pontine reticulospinal inputs to motoneurons controlling axial and limb muscles in the neonatal mouse.","10.1152/jn.00820.2013","2014-10-01","Journal of Neurophysiology","N9R9QB36"
"DSHMBK7R","journalArticle","Quantifying proprioception",,"1999","Progress in Brain Research","BS9BJMUU;C45ZG27Y;DG4K4PN5;DSDYXL2L;XRRT83XE;XXAXGRUX;YVGUHXRC"
"2WAGJ948","journalArticle","Structural Model of the Muscle Spindle","10.1114/1.1433488","2002-01-01","Annals of Biomedical Engineering","7N4C29P2;BS9BJMUU;N9R9QB36"
"SRFNYWM7","journalArticle","Muscle, Biomechanics, and Implications for Neural Control","10.1002/9781118873397.ch12","2017-06-23",,"N9R9QB36"
"PC5ETGHE","journalArticle","Functional properties of human muscle spindles","10.1152/jn.00071.2018","2018-08","Journal of Neurophysiology","N9R9QB36"
"XIIC7AQY","journalArticle","Central Pattern Generator Inspired Control for Adaptive Walking of Biped Robots","10.1109/TSMC.2012.2235426","09/2013","IEEE Transactions on Systems, Man, and Cybernetics: Systems","7MUA9TNJ;JHS52VG2;T82M4DVB;TYJX29H8"
"XW6Y78FX","journalArticle","An interneuronal relay for group I and II muscle afferents in the midlumbar segments of the cat spinal cord.","10.1113/jphysiol.1987.sp016676","1987-08-01","The Journal of Physiology","N9R9QB36"
"4YFDKQZ4","journalArticle","Proprioception","10.1016/S1047-9651(18)30132-3","2000-05-01","Physical Medicine and Rehabilitation Clinics of North America","7N4C29P2;N9R9QB36"
"JFPP93Z6","journalArticle","Dynamic Sensitivity to Atmospheric Turbulence of Unmanned Air Vehicles with Varying Configuration","10.2514/1.46860","2010","Journal of Aircraft","8KUXKGCX;U65AP8TW"
"VPQCURZ9","journalArticle","The brain has a body: adaptive behavior emerges from interactions of nervous system, body and environment.","10.1016/s0166-2236(97)01149-1","1997-12-01","Trends in Neurosciences","N9R9QB36"
"5D9JLUFK","journalArticle","Highly mobile robots that run and jump",,"2004-05-13",,"N9R9QB36"
"D8ZEBNYK","journalArticle","CONTROL OF LOCOMOTION IN THE DECEREBRATE CAT","10.1016/0301-0082(96)00028-7","1996-08-01","Progress in Neurobiology","N9R9QB36"
"RKNVIVD6","journalArticle","Diversified physiological sensory input connectivity questions the existence of distinct classes of spinal interneurons","10.1016/j.isci.2022.104083","04/2022","iScience","N9R9QB36"
"9AUC3IFT","journalArticle","Experiments and models of sensorimotor interactions during locomotion","10.1007/s00422-006-0129-x","2006-12-13","Biological Cybernetics","N9R9QB36"
"NFEHIKP9","journalArticle","How fish power swimming","10.1126/science.8332898","1993-07-16","Science (New York, N.Y.)","VD8SAM7F"
"MGXKY5PW","journalArticle","Depression of group Ia monosynaptic EPSPs in cat hindlimb motoneurones during fictive locomotion.","10.1111/j.1469-7793.2000.00639.x","2000-08-01","The Journal of Physiology","N9R9QB36"
"UPDLQG98","journalArticle","Fundamental contributions of the cat model to the neural control of locomotion","10.1016/b978-0-12-816477-8.00013-2","2020-01-01",,"N9R9QB36"
"QC9JNT3X","journalArticle","Electrophysiological Characterization of V2a Interneurons and Their Locomotor-Related Activity in the Neonatal Mouse Spinal Cord","10.1523/jneurosci.4849-09.2010","2010-01-06","The Journal of Neuroscience","N9R9QB36"
"SITG9N5W","journalArticle","Dephasing and Bursting in Coupled Neural Oscillators","10.1103/PhysRevLett.75.3190","1995-10-23","Physical Review Letters","QUIZCN5R"
"RYKRVXEQ","journalArticle","Modular organization of motor behavior in the frog's spinal cord","10.1016/0166-2236(95)94494-p","1995-10","Trends in Neurosciences","N9R9QB36"
"U7R97UMB","journalArticle","How deletions in a model could help explain deletions in the laboratory.","10.1152/jn.00888.2005","2006-01-01","Journal of Neurophysiology","N9R9QB36"
"Q2T5ETAQ","journalArticle","Neuromechanical Principles Underlying Movement Modularity and Their Implications for Rehabilitation","10.1016/j.neuron.2015.02.042","04/2015","Neuron","N9R9QB36"
"HQZAC8XN","journalArticle","Five basic muscle activation patterns account for muscle activity during human locomotion: Basic muscle activation patterns","10.1113/jphysiol.2003.057174","04/2004","The Journal of Physiology","N9R9QB36"
"DZCV3L8R","journalArticle","Shining light into the black box of spinal locomotor networks","10.1098/rstb.2009.0322","2010-08-12","Philosophical Transactions of the Royal Society B","N9R9QB36"
"3T2SDGSC","bookSection","Tendons and Ligaments: Structure, Mechanical Behavior and Biological Function",,,,"AR82MPS8;Q5A46GCA;SUKCWFGV"
"7TCNNPS5","journalArticle","Kinematic and behavioral evidence for a distinction between trotting and ambling gaits in the cockroach Blaberus discoidalis","10.1242/jeb.056481","2011-06-15","The Journal of Experimental Biology","N9R9QB36"
"WE3WHXDV","journalArticle","Dopamine modulation of transient potassium current evokes phase shifts in a central pattern generator network","10.1523/JNEUROSCI.15-01-00342.1995","1995-01-01","The Journal of Neuroscience","7MUA9TNJ;JHS52VG2;JNXN9AAK;TYJX29H8;YXNK8WUU"
"MA6XGICC","journalArticle","Fish swimming: patterns in muscle function","10.1242/jeb.202.23.3397","1999-12-01","Journal of Experimental Biology","VD8SAM7F"
"Q4NF6ZVU","journalArticle","An analysis of the sources of musculoskeletal system impedance","10.1016/0021-9290(88)90248-5","January 1, 1988","Journal of Biomechanics","Q5A46GCA"
"3NZGW97G","journalArticle","Segmental, Synaptic Actions of Commissural Interneurons in the Mouse Spinal Cord","10.1523/jneurosci.1618-07.2007","2007-06-13","The Journal of Neuroscience","N9R9QB36"
"XPYQAZFR","journalArticle","Investigating the role of low level reinforcement reflex loops in insect locomotion.","10.1088/1748-3190/ac28ea","2021-09-21","Bioinspiration & Biomimetics","N9R9QB36"
"LQTA4XR8","journalArticle","The functional diversity of spinal interneurons and locomotor control","10.1016/j.cophys.2019.01.005","2019-04-01","Current Opinion in Physiology","N9R9QB36"
"DSVAM2MA","journalArticle","Neurobiological Bases of Rhythmic Motor Acts in Vertebrates","10.1126/science.3975635","1985-04-12","Science","N9R9QB36"
"S64I2Q2N","journalArticle","Common and distinct muscle synergies during level and slope locomotion in the cat.","10.1152/jn.00310.2020","2021-06-30","Journal of Neurophysiology","N9R9QB36"
"DJMPPZCA","journalArticle","Spatiotemporal activation of lumbosacral motoneurons in the locomotor step cycle","10.1152/jn.00479.2001","2002-03-01","Journal of Neurophysiology","N9R9QB36"
"SBGJSQ4E","journalArticle","Lack of adaptation during prolonged split-belt locomotion in the intact and spinal cat.","10.1113/jp274518","2017-09-01","The Journal of Physiology","N9R9QB36"
"5GWAMVAP","journalArticle","Generation of human bipedal locomotion by a bio-mimetic neuro-musculo-skeletal model.","10.1007/pl00007977","2001-01-01","Biological Cybernetics","N9R9QB36"
"PH4T6688","journalArticle","Short latency, non-reciprocal group I inhibition is reduced during the stance phase of walking in humans.","10.1016/s0006-8993(96)00977-8","1996-12-16","Brain Research","N9R9QB36"
"BQ64GJGT","journalArticle","Motor module activation sequence and topography in the spinal cord during air-stepping in human: Insights into the traveling wave in spinal locomotor circuits.","10.14814/phy2.13504","2017-11-01","Physiological Reports","N9R9QB36"
"MVRTJMTD","journalArticle","Speed-dependent modulation of phase variations on a step-by-step basis and its impact on the consistency of interlimb coordination during quadrupedal locomotion in intact adult cats","10.1152/jn.00524.2013","2014-05-01","Journal of Neurophysiology","N9R9QB36"
"5CSXQKCP","journalArticle","Network of Neural Oscillators for Retrieving Phase Information","10.1103/PhysRevLett.74.4075","1995-5-15","Physical Review Letters","QUIZCN5R"
"48IBUZGA","journalArticle","Learning to expect the unexpected: rapid updating in primate cerebellum during voluntary self-motion","10.1038/nn.4077","2015-09","Nature Neuroscience","XK5E9LE4;XXAXGRUX"
"SIMP4URQ","journalArticle","Using mouse genetics to study the developing spinal locomotor circuit","10.1016/b978-0-12-816477-8.00011-9","2020-01-01",,"N9R9QB36"
"IXGZ4RV5","journalArticle","Position dependence of ankle joint dynamicsΓÇöI. Passive mechanics","10.1016/0021-9290(86)90196-X","January 1, 1986","Journal of Biomechanics","Q5A46GCA"
"UPNR3K6B","journalArticle","The spinal control of locomotion and step-to-step variability in left-right symmetry from slow to moderate speeds","10.1152/jn.00419.2015","2015-06-17","Journal of neurophysiology","N9R9QB36"
"MHPM4JNZ","journalArticle","Neural control of locomotion: sensory control of the central pattern generator and its relation to treadmill training","10.1016/s0966-6362(98)00010-1","1998-05-01","Gait & Posture","N9R9QB36"
"DXNQ8BHT","journalArticle","Phase-Resetting Curves Determine Synchronization, Phase Locking, and Clustering in Networks of Neural Oscillators","10.1523/JNEUROSCI.0426-09.2009","2009-04-22","Journal of Neuroscience","QUIZCN5R"
"2E8RV33H","journalArticle","Red muscle activity in bluegill sunfish Lepomis macrochirus during forward accelerations","10.1038/s41598-019-44409-7","2019-05-30","Scientific Reports","VD8SAM7F"
"4RFSZCB2","journalArticle","Whisker Deafferentation and Rodent Whisking Patterns: Behavioral Evidence for a Central Pattern Generator","10.1523/JNEUROSCI.21-14-05374.2001","2001-07-15","The Journal of Neuroscience","TYJX29H8"
"GLKDUT6D","journalArticle","Firing Properties of Identified Interneuron Populations in the Mammalian Hindlimb Central Pattern Generator","10.1523/JNEUROSCI.22-22-09961.2002","2002-11-15","The Journal of Neuroscience","TYJX29H8"
"QEBPTMYZ","journalArticle","Locomotor primitives in newborn babies and their development.","10.1126/science.1210617","2011-11-18","Science","N9R9QB36"
"3T3V5WYC","journalArticle","Supraspinal contributions to the initiation and control of locomotion in the cat.","10.1016/0301-0082(86)90021-3","1986-01-01","Progress in Neurobiology","N9R9QB36"
"6RIZUQ4W","journalArticle","The mammalian central pattern generator for locomotion","10.1016/j.brainresrev.2009.08.002","12/2009","Brain Research Reviews","7MUA9TNJ;JHS52VG2;JNXN9AAK;S495ULAK;TSL7SF8X;TYJX29H8"
"AYA4LUG9","journalArticle","Leg-local neural mechanisms for searching and learning enhance robotic locomotion","10.1007/s00422-017-0726-x","2018-04-01","Biological Cybernetics","HH56GVGM;N9R9QB36"
"XXIATGXX","journalArticle","Insect Walking and Biorobotics: A Relationship with Mutual Benefits","10.1641/0006-3568(2000)050[0023:IWABAR]2.3.CO;2","2000/01","BioScience","N9R9QB36"
"YZSP4ZPD","journalArticle","Relative Contribution of Proprioceptive and Vestibular Sensory Systems to Locomotion: Opportunities for Discovery in the Age of Molecular Science","10.3390/ijms22031467","February 2, 2021","International Journal of Molecular Sciences","JTGFU9XU"
"GZZZZBQA","attachment","Gossard - Transmission in a locomotor-related group Ib pathway from hindlimb extensor muscles in the cat.pdf",,,,"XRRT83XE"
"UBNGALD4","journalArticle","Modeling the mammalian locomotor CPG: insights from mistakes and perturbations","10.1016/S0079-6123(06)65015-2","2007","Progress in brain research","N9R9QB36"
"K5DBPG5Z","journalArticle","A review of compliant transmission mechanisms for bio-inspired flapping-wing micro air vehicles","10.1088/1748-3190/aa58d3","2017","Bioinspiration & Biomimetics","BBE4U5K8;LB2PA2M3;U65AP8TW"
"7QVL7Y9H","journalArticle","Recent Insights into the Rhythmogenic Core of the Locomotor CPG.","10.3390/ijms22031394","2021","International Journal of Molecular Sciences","N9R9QB36"
"T3TVLE8T","journalArticle","The Human Central Pattern Generator for Locomotion: Does It Exist and Contribute to Walking?","10.1177/1073858417699790","12/2017","The Neuroscientist","7MUA9TNJ;JHS52VG2;JNXN9AAK;TSL7SF8X;TYJX29H8"
"4BLTSNXM","journalArticle","Distributed Central Pattern Generator Control for a Serpentine Robot",,,,"7MUA9TNJ;JHS52VG2;T82M4DVB;TYJX29H8"
"TSQCC34X","journalArticle","Age-related changes in the neuromuscular control of forward and backward locomotion",,"February 18, 2021","PLoS ONE","Q5A46GCA"
"VTQSGATZ","journalArticle","A three-dimensional musculoskeletal model of the dog.","10.1038/s41598-021-90058-0","2021-05-31","Scientific Reports","N9R9QB36"
"F6K7B3NX","journalArticle","Implications of Positive Feedback in the Control of Movement","10.1152/jn.1997.77.6.3237","1997-06-01","Journal of Neurophysiology","N9R9QB36"
"E6G65ZAN","journalArticle","Robust passive dynamics of the musculoskeletal system compensate for unexpected surface changes during human hopping","10.1152/japplphysiol.91189.2008","2009-9","Journal of Applied Physiology","Q5A46GCA"
"DWKX2C3D","journalArticle","A neural network with central pattern generators entrained by sensory feedback controls walking of a bipedal model.","10.1088/1748-3190/aa8290","2017-10-06","Bioinspiration & Biomimetics","N9R9QB36"
"VH3H7MGV","conferencePaper","Self-adapting humanoid locomotion using a neural oscillator network","10.1109/IROS.2007.4399498","10/2007",,"QIP5VX22"
"3ZWHC2N7","journalArticle","Proprioceptive input resets central locomotor rhythm in the spinal cat.","10.1007/bf00249807","1987-01-01","Experimental Brain Research","N9R9QB36"
"66KVYB3J","journalArticle","A neuromechanical simulation of insect walking and transition to turning of the cockroach Blaberus discoidalis","10.1007/s00422-013-0573-3","2013-11-01","Biological cybernetics","MA3TJQ29;N9R9QB36;S7EBCZE4;V22WMIYJ;Z2IJ6ASX"
"DHXZ4DF3","bookSection","State Estimation by Multi-Sensor Fusion for Autonomous Mini and Micro Aerial Vehicles","10.2514/6.2005-5840",,,"8KUXKGCX;U65AP8TW"
"WYARSXXY","journalArticle","Synaptic organizations and dynamical properties of weakly connected neural oscillators",,,,"QUIZCN5R"
"U8ZKDZJI","journalArticle","Postnatal Phenotype and Localization of Spinal Cord V1 Derived Interneurons","10.1002/cne.20711","2005-12-12","The Journal of Comparative Neurology","N9R9QB36"
"TV4WQU3X","journalArticle","New Moves in Motor Control","10.1016/j.cub.2011.05.029","2011-07-12","Current Biology","XXAXGRUX"
"NQ4G6RAQ","journalArticle","Modeling red muscle power output during steady and unsteady swimming in largemouth bass","10.1152/ajpregu.1994.267.2.R481","1994-08","The American Journal of Physiology","VD8SAM7F"
"ILVBXMKL","journalArticle","Challenges for large-scale implementations of spiking neural networks on FPGAs","10.1016/j.neucom.2006.11.029","December 1, 2007","Neurocomputing","5T5PXLZC"
"3DA22HHC","journalArticle","The gust-mitigating potential of flapping wings","10.1088/1748-3190/11/4/046010","August 2016","Bioinspiration & Biomimetics","MMK48V5F;U65AP8TW"
"UUFQZRKZ","journalArticle","2008 Special Issue: Central pattern generators for locomotion control in animals and robots: A review","10.1016/j.neunet.2008.03.014","2008-05-01","Neural Networks","N9R9QB36"
"E376F3ZS","journalArticle","The Human Central Pattern Generator for Locomotion: Does It Exist and Contribute to Walking?","10.1177/1073858417699790","12/2017","The Neuroscientist","T8DEMIYL"
"GU5NK6I8","journalArticle","Integration of posture and locomotion in acute decerebrate cats and in awake, freely moving cats","10.1016/0301-0082(87)90010-4","1987-01-01","Progress in Neurobiology","N9R9QB36"
"LWZ38UPV","journalArticle","Symbiotic electroneural and musculoskeletal framework to encode proprioception via neurostimulation: ProprioStim","10.1016/j.isci.2023.106248","2023-03-17","iScience","7N4C29P2;N9R9QB36"
"NP9BTZEC","journalArticle","Neural control of locomotion; Part 1: The central pattern generator from cats to humans","10.1016/S0966-6362(97)00042-8","3/1998","Gait & Posture","3JICMNZE;7MUA9TNJ;JHS52VG2;JNXN9AAK;PCKP9AS7;TSL7SF8X;TYJX29H8"
"DMJ8RB4N","journalArticle","Deletions of Rhythmic Motoneuron Activity During Fictive Locomotion and Scratch Provide Clues to the Organization of the Mammalian Central Pattern Generator","10.1152/jn.00216.2005","08/2005","Journal of Neurophysiology","7MUA9TNJ;JHS52VG2;JNXN9AAK;TSL7SF8X;TYJX29H8"
"LN497H9J","conferencePaper","Arti∩¼ücial compound eye and synthetic neural network for recognition of motion",,"July 2018",,"5T5PXLZC;HH56GVGM;LB2PA2M3"
"R94M4NHE","journalArticle","CPG-based Sensory Feedback Control for Bio-inspired Multimodal Swimming","10.5772/59186","2014-10-01","International Journal of Advanced Robotic Systems","TYJX29H8"
"289LBPAK","journalArticle","Extending the Functional Subnetwork Approach to a Generalized Linear Integrate-and-Fire Neuron Model.","10.3389/fnbot.2020.577804","2020","Frontiers in Neurorobotics","N9R9QB36"
"BW2B2RGZ","journalArticle","Transmission in a locomotor-related group Ib pathway from hindlimb extensor muscles in the cat.","10.1007/bf00228410","1994-01-01","Experimental Brain Research","N9R9QB36"
"P9NSY73Z","journalArticle","Influence of Large-Scale Freestream Turbulence on the Performance of a Thin Airfoil","10.2514/1.J051640","2012","AIAA Journal","8KUXKGCX;U65AP8TW;VD7TQ8M3"
"62XRER3H","journalArticle","Evidence for a Spinal Central Pattern Generator in Humansa","10.1111/j.1749-6632.1998.tb09062.x","1998-11-01","Annals of the New York Academy of Sciences","N9R9QB36"
"DZ2Z5X5D","conferencePaper","A De-risked Bio-inspired Condylar Prosthetic Knee Joint for a Robotic Leg Test Rig","10.23919/ICCAS50221.2020.9268259","October 2020",,"JTGFU9XU"
"TN4ZKXTJ","journalArticle","Tunable stiffness in fish robotics: mechanisms and advantages","10.1088/1748-3190/ac3ca5","2021-12","Bioinspiration & Biomimetics","VD8SAM7F"
"EPSL8KGI","journalArticle","Effects ofstimulation ofhindlimb flexor groupIIafferents during fictive locomotion inthecat",,"2011-01-01",,"N9R9QB36"
"BZEEPNNU","journalArticle","Interlimb communication during human walking: crossed responses in the gastrocnemius muscle",,"2014-12-31",,"N9R9QB36"
"EZEA4VMY","journalArticle","Spinal circuitry of sensorimotor control of locomotion","10.1111/j.1469-7793.2001.0041b.x","2001","The Journal of Physiology","N9R9QB36"
"S2HERDDX","journalArticle","Dual-mode operation of neuronal networks involved in left-right alternation","10.1038/nature12286","2013-08-01","Nature","N9R9QB36"
"UVF3CP9T","journalArticle","Neuromechanical Simulation of an Inter-leg Controller for Tetrapod Coordination","10.1007/978-3-319-09435-9_13","2014-07-30",,"N9R9QB36"
"R29TU2BI","journalArticle","Design and Characterization of Artificial Haircell Sensor for Flow Sensing With Ultrahigh Velocity and Angular Sensitivity","10.1109/JMEMS.2007.902436","October 2007","Journal of Microelectromechanical Systems","8KUXKGCX"
"EW23WAPF","journalArticle","Turbulence Modeling in the Age of Data","10.1146/annurev-fluid-010518-040547","2019","Annual Review of Fluid Mechanics","MMK48V5F;U65AP8TW"
"CAJFFN7X","journalArticle","Human Walking Model Predicts Joint Mechanics, Electromyography and Mechanical Economy",,"2009","The 2009 IEEE/RSJ International Conference on Intelligent Robots and Systems","Q5A46GCA"
"HNDN98EF","journalArticle","Analyzing the Interplay Between Local CPG Activity and Sensory Signals for Inter-leg Coordination in Drosophila","10.1007/978-3-030-24741-6_34","2019-07-09",,"N9R9QB36"
"J347PRR7","journalArticle","Ankle extensor group I afferents excite extensors throughout the hindlimb during fictive locomotion in the cat.","10.1113/jphysiol.1995.sp020871","1995","The Journal of Physiology","N9R9QB36"
"HWV42587","journalArticle","Contribution of Cutaneous Inputs From the Hindpaw to the Control of Locomotion. I. Intact Cats","10.1152/jn.00496.2003","2003-12-01","Journal of Neurophysiology","N9R9QB36"
"I96HZMFY","bookSection",,,"2015",,"N9R9QB36"
"GVZKEBZY","conferencePaper","Bio-inspired Distributed Strain and Airflow Sensing for Small Unmanned Air Vehicle Flight Control","10.2514/6.2017-1487","2017-01-09",,"MMK48V5F;U65AP8TW"
"Q3XAQA4F","journalArticle","Sensory-evoked perturbations of locomotor activity by sparse sensory input: a computational study","10.1152/jn.00866.2014","2015-04-01","Journal of Neurophysiology","N9R9QB36"
"M2WKUMPB","journalArticle","Sensory feedback plays a significant role in generating walking gait and in gait transition in salamanders: a simulation study","10.3389/fnbot.2011.00003","2011","Frontiers in Neurorobotics","7N4C29P2"
"TPUHK8I2","journalArticle","Sensory Feedback Control of Locomotor Pattern Generation in Cats and Mice.","10.1016/j.neuroscience.2020.05.008","2020-05-15","Neuroscience","N9R9QB36"
"GAXI5ZSW","journalArticle","Dynamic simulation of insect walking.","10.1016/j.asd.2004.05.002","2004-07-01","Arthropod Structure & Development","N9R9QB36"
"SXDGVFIZ","journalArticle","Controlling legs for locomotionΓÇöinsights from robotics and neurobiology","10.1088/1748-3190/10/4/041001","2015-06-29","Bioinspiration & Biomimetics","N9R9QB36"
"YG8FGIRW","journalArticle","The Implications of Force Feedback for the ╬╗ Model","10.1007/978-0-387-77064-2_36","2009-01-01","Advances in Experimental Medicine and Biology","N9R9QB36"
"IPDNUQRR","journalArticle","Two-Level Model of Mammalian Locomotor CPG","10.1007/978-1-0716-1006-0_49","2022-01-01",,"N9R9QB36"
"XGWGX94S","journalArticle","Altered Gravity Highlights Central Pattern Generator Mechanisms","10.1152/jn.90436.2008","11/2008","Journal of Neurophysiology","TYJX29H8"
"MQ3TNJ6T","journalArticle","A new biological central pattern generator model and its relationship with the motor units","10.1007/s11571-021-09710-0","2022-2","Cognitive Neurodynamics","TYJX29H8"
"T8UL93VY","bookSection","Research of a Lensless Artificial Compound Eye","10.1007/978-3-319-63537-8_34","2017",,"5T5PXLZC"
"EEUV7XPG","journalArticle","Hummingbird flight","10.1016/j.cub.2012.04.057","June 19, 2012","Current Biology","BBE4U5K8;MMK48V5F;U65AP8TW"
"JFNBZU79","journalArticle","A new neuron model under electromagnetic field","10.1016/j.amc.2018.10.087","04/2019","Applied Mathematics and Computation","YGJ8NW46"
"B5VPRYTM","journalArticle","Spinal control of locomotion--from cat to man.","10.1111/j.1748-1716.2006.01651.x","2007-02-01","Acta Physiologica","N9R9QB36"
"TJMXG66E","journalArticle","Connectivity and Regional Distribution of Constituent Cells of the Mammalian Locomotor Central Pattern Generator","10.7939/r3639kg5w","2016-01-01",,"N9R9QB36"
"FWMNUMUH","journalArticle","Control of Locomotion in Bipeds, Tetrapods, and Fish","10.1002/cphy.cp010226","2011-01-01","Comprehensive Physiology","N9R9QB36"
"5EJEVJJ8","conferencePaper","FPGA Implementation of Izhikevich Spiking Neural Networks for Character Recognition","10.1109/ReConFig.2009.77","December 2009",,"5T5PXLZC"
"EFXXQ6JT","journalArticle","Gliding flight in the American Kestrel (Falco sparverius): An electromyographic study","10.1002/jmor.1052150304","March 1, 1993","Journal of Morphology","MMK48V5F;U65AP8TW;VD7TQ8M3"
"JQK2F65R","journalArticle","Contribution of Afferent Feedback to Adaptive Hindlimb Walking in Cats: A Neuromusculoskeletal Modeling Study","10.3389/fbioe.2022.825149","2022-04-08","Frontiers in Bioengineering and Biotechnology","N9R9QB36"
"3PA3EATE","journalArticle","On the Influence of Group III/IV Muscle Afferent Feedback on Endurance Exercise Performance","10.1249/JES.0000000000000233","2020-10","Exercise and sport sciences reviews","XXAXGRUX"
"3BRDLB29","journalArticle","Phase dependent reflex reversal during walking in chronic spinal cats","10.1016/0006-8993(75)91013-6","1975-02-21","Brain Research","N9R9QB36"
"HCIGKHQU","journalArticle","Locomotor pattern generation and descending control: a historical perspective","10.1152/jn.00204.2023","2023-08-01",,"N9R9QB36"
"FBDZCSE8","journalArticle","A three-dimensional human walking model",,"2015","Journal of Sound and Vibration","Q5A46GCA"
