id,title,primary,secondary,year,doi,animals,feedback,models_ref,models2,reviews,has_pdf,has_notes,notes
recq863es8E4t9Vjx,Whisker Deafferentation and Rodent Whisking Patterns: Behavioral Evidence for a Central Pattern Generator,Gao,,2001,10.1523/jneurosci.21-14-05374.2001,,,,,,False,False,
recqHthZ8ieSM90NZ,"ScaFi: Length-Scalable, Compliant, Parametric Robotic Fish Design for Operation in Multiple Environmental Niches",Obayashi,,2025,10.21203/rs.3.rs-7577054/v1,,,,,,False,True,We demonstrate the scalability of the design in three physical pro totypes that span lengths from 50 cm to over 2.5 meters.
recqN5btwC8zeVr9w,Hip proprioceptors preferentially modulate reflexes of the leg in human spinal cord injury,Onushko,Hyngstrom; Schmit,2013,10.1152/jn.00261.2012,,,,,,True,False,
recqNoUL8pQ6GSvyZ,A physical model of sensorimotor interactions during locomotion.,Klein and Lewis,,2012,10.1088/1741-2560/9/4/046011,,,,,,True,False,
recqdycWx1dmsS8po,Flight attitude estimation for MAV based on M-estimation,Wang,,2011,10.1109/cecnet.2011.5768718,,,,Wang 2011,,False,True,"Computational model study. Subsequently, an innovation amendment method based on M-estimate is designed to improve the ability of Kalman filter to resist the interference from carrier maneuvering acceleration."
recqjciOxrZ2s4vbg,Emulated muscle spindle and spiking afferents validates VLSI neuromorphic hardware as a testbed for sensorimotor function and disease,Niu,,2014,10.3389/fncom.2014.00141,Human,,,Niu 2014,,True,True,"Computational model study. Here we demonstrate an accurate and extremely fast emulation of a muscle spindle and its spiking afferents, which are computationally expensive but fundamental for reﬂex functions."
recqoLEviGnogVbUt,Turbulence Modeling in the Age of Data,Duraisamy,,2019,10.1146/annurev-fluid-010518-040547,,,,Duraisamy 2019,Duraisamy 2019,True,True,"Review of turbulence modeling age data. Computational model study. This review surveys recent developments in bounding uncertainties in RANS models via physical constraints, in adopting statistical inference to characterize model coeﬃcients and esti- mate discrepancy, and in using machine learning to improve turbulence models."
recqq6jrAugWJZX2m,Made-to-order spiking neuron model equipped with a multi-timescale adaptive threshold,Kobayashi,,2009,10.3389/neuro.10.009.2009,,,,,,True,False,
recquuotbJdD8Svfn,Loss of Wt1 in the murine spinal cord alters interneuron composition and locomotion,Schnerwitzki,Perry; Ivanova; Caixeta; Cramer; Günther; Weber; Tafreshiha; Becker; Panesso; Klopstock; De Angelis; Schmidt; Kullander; Englert,2017,10.1101/226316,,,,,,False,False,
recr0U8rcTXuXNMvB,Embryonic assembly of a central pattern generator without sensory input,Suster,,2002,10.1038/416174a,,,,,,False,False,
recr7iJLCOw4fakIQ,Slack-based tunable damping leads to a trade-off between robustness and efficiency in legged locomotion,Mo,,2023,10.1038/s41598-023-30318-3,,,,,,True,True,"Motivated by the concept of an adaptive mechanism triggering an immediate response, we developed a tunable physical damper system."
recr9WJMybMroizLZ,CPG-based Sensory Feedback Control for Bio-inspired Multimodal Swimming,Wang,,2014,10.5772/59186,,,,,,False,False,
recrDf1PniTHhJKWu,Experimental Validation of an Aerodynamic Sensing Scheme for Post-Stall Aerodynamic Moment Characterization,Yeo,,2013,10.2514/6.2013-4979,,,,Yeo 2013,,False,True,Computational model study. A wind tunnel test model was developed around an existing flight vehicle with a 1.8m wingspan.
recrE9XzewFkRCTgQ,"Motor circuits in action: specification, connectivity, and function",Arber,,2012,10.1016/j.neuron.2012.05.011,Mice,,,,Arber 2012,False,True,"Review of motor circuit assembly: specification, connectivity, and function of spinal motor circuits with a developmental-genetic lens."
recrLp5Yn36F0aMt2,Comparative Locomotor Systems,Fouad,Bennett; Fischer; Büschges,2012,10.1002/9781118133880.hop203007,,,,,,True,False,
recrOx4g9ML2vRiDP,Proprioceptive input resets central locomotor rhythm in the spinal cat.,Conway,,1987,10.1007/bf00249807,Cat,Ib stance to swing,,,,True,True,"Extensor group I afferents have access to central rhythm generators
 >Important in reflex regulation of stepping.


Rythm generators came mainly from Golgi Tendon Organ Ib afferents for group I

Increased load of limb extensor during the stance phase enhance and prolong extensor activity while simultaneously delaying the transition to the swing phase of the step cycle."
recrQzpJ11iuqc5eq,Learning CPG-based Biped Locomotion with a Policy Gradient Method: Application to a Humanoid Robot,Endo,,2008,10.1177/0278364907084980,Human,,,Endo 2008,,False,True,Computational model study. Our goals in this study are to achieve CPG-based biped walking with a 3D hardware humanoid and to develop an efficient learning algorithm with CPG by reducing the dimensional- ity of the state space used for learning.
recrWB1lztiKhvhs1,Systematic generation of biophysically detailed models with generalization capability for non-spiking neurons,Naudin,,2022,10.1371/journal.pone.0268380,,,,Naudin 2022,,True,True,"Computational model study. Such neurons have been found in a large variety of nervous tis- sues in both vertebrate and invertebrate species, and have been proven to play a central role in neuronal information processing."
recrZGsaVKPx35Xdx,The Motor Circuit,Von Stetina et al.,,2005,10.1016/S0074-7742(05)69005-8,,,,,,False,False,
recrbGPEF6MwqmH9O,Nature of Motor Control: Perspectives and Issues,Turvey,,2009,10.1007/978-0-387-77064-2_6,Human,,,Turvey 2009,,False,True,Computational model study. Four perspectives on motor control provide the framework for developing a comprehensive theory of motor control in biological systems.
recrbmAb00ZYQHTsn,Pharmacological Activation and Modulation of the Central Pattern Generator for Locomotion in the Cat,Rossignol,,1998,10.1111/j.1749-6632.1998.tb09061.x,Cat,,,,,False,True,"Box 6128, Station Centre-Ville, Montreal (Qc) H3C 3J7, Canada ABSTRACT: Pharmacological agents have been shown to be capable of inducing a pat- tern of rhythmic activity recorded in muscle nerves or motoneurons of paralyzed spinal cats that closely resembles the locomotor pattern seen in intact..."
recrlI8wmZoCqTyax,Spatiotemporal activation of lumbosacral motoneurons in the locomotor step cycle,Yakovenko,Mushahwar; VanderHorst; Holstege; Procházka,2002,10.1152/jn.00479.2001,,,,,,True,False,
recrlZYjHX6nPIjO1,Renshaw cell activity and recurrent effects on motoneurons during fictive locomotion.,McCrea,Pratt; Jordan,1980,10.1152/jn.1980.44.3.475,Cat,,,,,False,True,"During fictive locomotion in pre- and post-mammillary cats, Renshaw cells fire rhythmic bursts tied to single phases of the step cycle, and recurrent inhibitory IPSPs persist in motoneurons through all phases with amplitudes inversely correlated with motoneuron membrane potential — evidence that recurrent inhibition is phase-structured within the locomotor pattern rather than a static gain setting."
recrlaALMgKSjlTvg,Multiple chaotic central pattern generators with learning for legged locomotion and malfunction compensation,Ren,,2015,10.1016/j.ins.2014.05.001,,,,,,True,False,
recrqoIcYXHYUVMQy,Confluence of Active and Passive Control Mechanisms Enabling Autonomy and Terrain Adaptability for Robots in Variable Environments,Harkins,Dunbar; Boxerbaum; Bachmann; Quinn; Vaidyanathan; Burgess,2008,10.1109/wcecs.2008.25,,,,,,False,False,
recs6yI87SxMttkJs,A bio-inspired condylar hinge joint for mobile robots,Etoundi,,2011,10.1109/iros.2011.6048561,Human,,,,,False,True,Numerical analysis and experimental tests have shown that the new hinge joint has superior performance to a pin jointed hinge in terms of stiffness and mechanical advantage.
recs7rg0c5qeMLkAO,Functional organization within the medullary reticular formation of the intact unanesthetized cat. III. Microstimulation during locomotion.,Drew,,1991,10.1152/jn.1991.66.3.919,,,,,,False,False,
recsA05QaEgbSWsbo,Activity of interneurons within the L4 spinal segment of the cat during brainstem-evoked fictive locomotion,Shefchyk,McCrea; Kriellaars; Fortier; Jordan,1990,10.1007/bf00228156,,,,,,False,False,
recsJyJez9FxPYEjc,An energy perturbation approach to limit cycle analysis in legged locomotion systems,Li,,1990,10.1109/cdc.1990.203973,,,,,,False,False,
recsPiiKkka4Rm6qj,Neuromechanics: an integrative approach for understanding motor control.,Nishikawa et al.,,2007,10.1093/icb/icm024,,,,,Nishikawa 2007,False,True,Manifesto for neuromechanics: understanding motor control requires the integrated nervous-system-plus-body as the unit of analysis; the intellectual case with examples across locomotion and feeding.
recsTczS7JQRbY9Jo,BoxyBot: a swimming and crawling fish robot controlled by a central pattern generator,Lachat,,2006,10.1109/biorob.2006.1639162,,,,Lachat 2006,,False,True,"Computational model study. BoxyBot: a swimming and crawling ﬁsh robot controlled by a central pattern generator ∗ Daisy Lachat, Alessandro Crespi, and Auke Jan Ijspeert School of Computer and Communication Science Swiss Federal Institute of Technology, Lausanne (EPFL) Station 14, CH-1015 Lausanne, Switzerland {daisy.lachat, alessandro.crespi, auke.ijspeert }@epﬂ.ch Abstract—..."
recsbBaDp1tY4NbK6,Distributed Pressure Sensing for Enabling Self-Aware Autonomous Aerial Vehicles,Cellucci,,2018,10.1109/iros.2018.8593664,Human,,,,,False,True,"We present a modular, scal- able, distributed pressure sensing skin for aerodynamic state estimation of a large, ﬂexible aerostructure."
recsbR2br5sfnbbs1,Spinal Cord Circuits: Models and Reality,Windhorst,,2022,10.1007/s11062-022-09927-7,,,,,,False,False,
recsclBnq9d1QtYU1,Sensory reweighting dynamics in human postural control,Assländer,,2014,10.1152/jn.00669.2013,Human,,,,,False,True,Previous studies found that the contribution of each of these sensory systems changes depending on perturbations applied during stance and on environmental conditions.
recsh3P2wKCrlSlhV,Asymmetric control of cycle period by the spinal locomotor rhythm generator in the adult cat.,Frigon and Gossard,,2009,10.1113/jphysiol.2009.176669,,,,,,False,False,
recsh566GLiIFvkYW,Kinesthetic Senses,Proske and Gandevia,,2018,10.1002/cphy.c170036,Human; Cat,,,,,True,True,"The kinesthetic senses are the senses of position and movement of the body, senses we are awareof only on introspection. A method used to study kinesthesia is muscle vibration, which engagesafferents of muscle spindles to trigger illusions of movement and changed position. When vibratingelbow ﬂexors, it generates sensations of forearm extension, when vibrating extensors, sensationsof forearm ﬂexion. Vibrating the elbow joint produces no illusion. Vibrating ﬂexors and extensorstogether at the same frequency also produces no illusion, because what is perceived is the signaldifference between antagonist muscles of each arm and between arms. The size of the illusiondepends on how the muscle has been conditioned beforehand, due to a property of muscle calledthixotropy. When measuring the illusion, blindfolded subjects may carry out a matching or pointingtask. In pointing, signals from muscle spindles are less important than in matching. Afferent signalsfrom kinesthetic receptors project to areas of somatosensory cortex to generate sensations ofdetection and location. This is referred to the body model, which provides information about sizeand shape of body parts. Kinesthesia, together with vision and touch, is associated with the senseof body ownership. All three can combine or each, on its own, can generate ownership"
recsjzapLr4hhTX2T,Central Pattern Generators of the Mammalian Spinal Cord,Frigon,,2012,10.1177/1073858410396101,,,,,,True,False,
recsnUZTPv5WxrH8Z,"Lumbar Spinal Interneuron Activity as it Relates to Rhythmic Motor Output in the Adult, Spinal, Air-Stepping Cat",McMahon,,2014,,,,,,,False,False,
recsy1TGt4l91eSM4,Proprioceptive postural control of a musculoskeletal model against horizontal disturbances,Kaminishi,,2017,10.1109/robio.2017.8324592,Human,,,Kaminishi 2017,,False,True,"Computational model study. Here, we developed a hypothesis that when we cannot use all sensory information, we maintain upright posture with high muscle stiffness."
rect8MScpgOSBshV2,Are muscle synergies useful for neural control?,de Rugy,,2013,10.3389/fncom.2013.00019,Human,,,de Rugy 2013,,True,True,"Computational model study. Finally, we showed that the number of synergies required to approximate the optimal muscle pattern for an arb."
rectBtH1NpS3X24mj,"Fixed-wing MAV attitude stability in atmospheric turbulence, part 1: Suitability of conventional sensors",Mohamed,,2014,10.1016/j.paerosci.2014.06.001,,,,,Mohamed 2014,False,True,"Review of fixed-wing mav attitude stability atmospheric turbulence, part. It is found that the use of single s e n s o r si si n s u fﬁcient for MAV control in the presence of turbulence and that potential gains can be realised from multi-sensor systems."
rectFCiGCchVgj0bE,Neural Control of Walking in People with Parkinsonism,Peterson,,2016,10.1152/physiol.00034.2015,Human,,,,Peterson 2016,False,True,"Review of neural control walking people parkinsonism. These impairments have been shown to be relatively independent (22, 41), and we postulate each depends on partially distinct neural networks."
rectLvsflIKIdKyIc,Recent advances in evolutionary and bio-inspired adaptive robotics: Exploiting embodied dynamics,Husbands,Shim; Garvie; Dewar; Domcsek; Graham; Knight; Nowotny; Philippides,2021,10.1007/s10489-021-02275-9,,,,,,True,False,
rectT9O5YFairF8HE,Modeling neural plasticity in echo state networks for classification and regression,Yusoff,,2016,10.1016/j.ins.2015.11.017,,,,Yusoff 2016,,False,True,Computational model study. Our experimental results demonstrate that neural plasticity can more ef- fectively enhance the learning performance when oﬄine learning is applied.
rectWwpvfDrrq5UfP,Simulation of Human Balance Control Using an Inverted Pendulum Model,Hilts,Szczecinski; Quinn; Hunt,2017,10.1007/978-3-319-63537-8_15,Human,,,Hilts 2017,,True,True,"A synthetic nervous system providing proportional-derivative control of a single-joint inverted pendulum model of human balance: an ankle angular-position sensor feeds a neural network that computes the derivative of position error and applies corrective torque about the ankle, maintaining unstable equilibrium and correcting perturbations — the minimal building block for larger neuromechanical balance controllers."
rectXDBaf77sZeUjO,Central pattern generators for bipedal locomotion,Pinto,,2006,10.1007/s00285-006-0021-2,,,,,,False,True,"We show that breaking the symmetry between fore and hind limbs in quad, which yields the CPGarm, leads to periodic solution types whose associated leg rhythms correspond to seven of the eight leg gaits found in leg; the missing biped gait is the asymmetric hop."
rectZDCJfjdHtvPJI,Deadbeat control with (almost) no sensing in a hybrid model of legged locomotion,Council,,2014,10.1109/icamechs.2014.6911592,,,,,,False,False,
rectZLWJhnmJpn1le,Spinal Cord Pattern Generators for Locomotion,Dietz,,2003,10.1016/s1388-2457(03)00120-2,Human,Ib stance to swing,,,,True,True,"CPG generates rhythm an shapes the pattern of bursts of motoneurons(Pg.2)

Cats with transected spinal cord and with cut dorsal roots still produce rhythmic alternating contraction in ankle flexors and extensors (Pg.2)

Basic mechanism underlying locomotion, no fundamental differences seems to exist between bipeds and quadrupeds.(Pg.2)

Differences between cats and primates may be due to increased importance of the Cortico spinal tract in primates. Additionally the gait of primates relies more on Supraspinal drive.(Pg.2)

Spinal Circuitry for locomotion might be suppressed by Supraspinal input, with the hypothesis be to free the movement of the hands and arms for locomotor movement.(Pg.3)

There are observation which indicate the neural controls of human locomotion is based on the activity of Spinal CPGs (Review Duysens and Van de Crommert,1998) (Pg. 3)

Selection of an appropriate locomotor pattern depends on a combination of CPGs and afferent inputs as well from the respective motor condition. This information is used to organize muscles synergies and meet multiple conditions of stance and gait (Review Mackay-Lyons,2002)(Pg. 3)

Backwards walking is seen to resemble the EMG-timings of hip muscles reversed in time as forward walking  (Pg. 3)

In humans powerful presynaptic inhibitory effects from flexor group 1 afferents onto extensor group 1 afferents exist, although are weak (Pg. 3)

Cortico-Spinal projections to lower limb motoneurons humans are stronger to the flexor tha"
rectZR2ZBRnroIfAm,Phenomenological models of the dynamics of muscle during isotonic shortening,Yeo,,2013,10.1016/j.jbiomech.2013.07.018,Human; Mice,,,Yeo 2013,,False,True,"Computational model study. We investigated the effectiveness of simple, Hill-type, phenomenological models of the force-length- velocity relationship for simulating measured length trajectories during muscle shortening, and, if so, what forms of the model are most useful."
rectaFyuIeNlLwfL4,Neural control of rhythmic limb motion is shaped by size and speed,Sutton,Szczecinski; Quinn; Chiel,2021,10.21203/rs.3.rs-153297/v1,,,,,,True,False,
rectjvVuwduCV07V1,Passive dynamics change leg mechanics for an unexpected surface during human hopping,Moritz,,2004,10.1152/japplphysiol.00393.2004,Human,,,,,False,True,"The goal of this study was to determine the contributions of anticipation and reaction when human hoppers encounter surprise, expected, and random changes from a soft elastic surface (27 kN/m) to a hard surface (411 kN/m)."
rectlEVb3Wncz8mDx,Biomimetic joint actuators,Herr,Weber; Garlow; Casler,2012,,,,,,,False,False,
rectrNVAvBOL6BXhy,Incidence and Cost of Serious Fall-Related Injuries in Nursing Homes,Quigley,,2012,10.1177/1054773811414180,Human,,,,,False,True,"Over a 3-year period, there were 2,400 admissions to VHA hospitals for FRI, with 55.4% hip fractures and10.1% intracranial injuries, with an average cost of US$23,723 per admission."
rectzob2WlPdjyhq5,Functional muscle synergies constrain force production during postural tasks.,McKay,,2008,10.1016/j.jbiomech.2007.09.012,Cat,,,McKay 2008,,False,True,Computational model study. We recently demonstrated that a set of ﬁve functional muscle synergies were sufﬁcient to characterize both hindlimb muscle activity and active forces during automatic postural responses in cats standing at multiple postural conﬁgurations.
recu9DgoUeRGnC7vX,The CPGs for Limbed Locomotion-Facts and Fiction.,Grillner and Kozlov,,2021,10.3390/ijms22115882,Mammals; Vertebrates,,,,Grillner and Kozlov 2021,False,True,Review separating fact from fiction in limbed-locomotion CPG claims; takes a hard line on evidence quality for interneuronal and computational assertions.
recuEbIzcBfrBmkmf,Spinal circuitry of sensorimotor control of locomotion,McCrea,,2001,10.1111/j.1469-7793.2001.0041b.x,,,,,,True,True,"During locomotion many segmental hindlimb reflex pathways serve not only to regulate the excitability of local groups of motoneurones, but also to control the basic operation of the central pattern-generating circuitry responsible for locomotion. This is accomplished through a reorganization of reflexes that includes the suppression of reflex pathways operating at rest and the recruitment during locomotion of previously unrecognized types of spinal interneurones. In addition presynaptic inhibition of transmission from segmental afferents serves to regulate the gain of segmental reflexes and may contribute to the selection of particular reflex pathways during locomotion. The fictive locomotion preparation in adult decerebrate cats has proved to be an important tool in understanding reflex pathway reorganization. Further identification of the spinal interneurones involved in locomotor-dependent reflexes will contribute to our understanding not only of reflex pathway organization but also of the organization of the mammalian central pattern generator."
recuGq3xm0qslYtBg,Probing the Human Spinal Locomotor Circuits by Phasic Step-Induced Feedback and by Tonic Electrical and Pharmacological Neuromodulation.,Hofstoetter,Knikou; Guertin; Minassian,2017,10.2174/1381612822666161214144655,,,,,,False,False,
recuI1q2b43ma7DG2,Proprioceptive feedback contributes to the adaptation toward an economical gait pattern,Hubbuch,,2015,10.1016/j.jbiomech.2015.04.024,,,,,,False,False,
recubuLPOwWLgzond,Analyzing Modeled Torque Profiles to Understand Scale-Dependent Active Muscle Responses in the Hip Joint,Young,Chiel; Tresch; Heckman; Hunt; Quinn,2022,10.3390/biomimetics7010017,,,,,,True,False,
recue3mOOqQApmwgP,Proprioceptive feedback reinforces centrally generated stepping patterns in the cockroach,Fuchs,,2012,10.1242/jeb.067488,,,,,,False,False,
recunBGjMXdVtTxy8,Synaptic actions on motoneurones caused by impulses in Golgi tendon organ afferents.,Eccles and Lundberg,,1957,10.1113/jphysiol.1957.sp005849,,,,,,True,False,
recupqZEwCdwXFQ4d,Motor module activation sequence and topography in the spinal cord during air-stepping in human: Insights into the traveling wave in spinal locomotor circuits.,Yokoyama,Hagio; Ogawa; Nakazawa,2017,10.14814/phy2.13504,,,,,,False,False,
recutnIzTJ10bOQaq,A Spinal Mechanism Related to Left–Right Symmetry Reduces Cutaneous Reflex Modulation Independently of Speed During Split-Belt Locomotion,Hurteau and Frigon,,2018,10.1523/JNEUROSCI.1082-18.2018,Cat,Cutaneous stance modification,,,,False,True,"A spinal mechanism related to left-right symmetry reduces cutaneous reflex modulation independently of speed during split-belt locomotion — symmetry detection is a distinct spinal computation, not a speed by-product."
recv8Vni5LmZtnz9C,Motor cortical regulation of sparse synergies provides a framework for the flexible control of precision walking,Krouchev and Drew,,2013,10.3389/fncom.2013.00083,Cat,,,,,True,True,"Motor cortex regulates sparse synergies during precision walking; cortical control selects and modulates a small set of muscle synergies rather than individual muscles, a framework for goal-dependent gait modification."
recv9BBYihmeI0M9x,A simple model for clock-actuated legged locomotion,Seipel,,2007,10.1134/s1560354707050048,,,,,,False,False,
recvKVgv2mR9RW8Xu,The role of cutaneous afferents from the distal hindlimb in the regulation of the step cycle of thalamic cats,Duysens and Pearson,,1976,10.1007/bf00235013,Cat,Cutaneous stance modification,,,,False,True,Cutaneous afferents from the distal hindlimb regulate the step cycle in thalamic cats: paw loading suppresses flexion during stance while stimulation can trigger and reset the cycle — load-related cutaneous feedback contributes to swing-stance transitions.
recvMNObiSOyom5ai,The Importance of Body Stiffness in Undulatory Propulsion,Long,,1996,10.1093/icb/36.6.678,,,,,Long 1996,False,True,Review of importance body stiffness undulatory propulsion. Previous studies have suggested the hypothesis that fish use their muscles to modulate body stiffness.
recvXjq8EuD0tMv1l,Proprioceptive Stimulation Added to a Walking Self-Avatar Enhances the Illusory Perception of Walking in Static Participants,Labbe,,2021,10.3389/frvir.2021.557783,,,,,,True,False,
recvgd8hFtfCEnVBO,The comparative investigation of the stick insect and cockroach models in the study of insect locomotion,Ayali,,2015,10.1016/j.cois.2015.07.004,Stick Insect; Cockroach,,,,,True,True,"Highlights
•Stick insects and cockroaches have evolved to walk in very different environments.

•Common neural and biomechanical mechanisms facilitate comparative studies.

•Studies of both intact animals and reduced neural preparations have been instrumental.

•A common set of mathematical models enables research and comparison of key questions.

•Insights from insects inspire design of responsive, robust, and flexible bio-robots."
recvidnnShDcajXMs,Integrative pattern of Ia synaptic actions on motoneurones of hip and knee muscles.,Eccles and Lundberg,,1958,10.1113/jphysiol.1958.sp006101,Cat,Ia monosynaptic excitation,,,,False,True,"Classic integrative map of Ia synaptic actions on hip and knee motoneurones: Ia excitation diverges broadly to synergists and across joints, fractionated into flexor and extensor recipient pools."
recvj2cY9DNFXQhWD,A dynamical model exploring sensory integration in the insect central complex substructures,Pickard,Quinn; Szczecinski,2020,10.1088/1748-3190/ab57b6,Insects,,,Pickard 2020,,False,True,Dynamical model of sensory integration in insect central-complex substructures supporting navigation decisions.
recvsl6lITN7WTHyY,The distal hindlimb musculature of the cat. Cutaneous reflexes during locomotion.,Abraham,Marks; Loeb,1985,10.1007/bf00235875,,,,,,False,False,
recvuLXfmP2ns7vAO,The Implications of Force Feedback for the λ Model,Nichols and Ross,,2009,10.1007/978-0-387-77064-2_36,Cat; Mammals,Ib excitatory; Ib inhibition,,,,True,True,"In the λ-model framework, autogenic length feedback compensates muscle nonlinearities while positive force feedback — during level cat stepping largely restricted to gastrocnemius — reinforces the stiff ankle–knee linkage; heterogenic inhibitory force feedback spans different joints and axes, so it coordinates interjoint action and shifts activation thresholds, making threshold a feedback-dependent quantity rather than a pure descending control variable."
recvwIzskqiUp9ikx,"Dendritic Neuron Model With Effective Learning Algorithms for Classification, Approximation, and Prediction",Gao,,2019,10.1109/tnnls.2018.2846646,,,,,,False,False,
recw2TJ1IDuY3yEVz,"Modular organization of motor behavior in
the frog's spinal cord ",Bizzi,,1995,10.1016/0166-2236(95)94494-p,Frog,,,,,True,True,"First conceptualization of ""motor primitives""."
recw5L1NKiDuwcdQY,Operation of spinal sensorimotor circuits controlling phase durations during tied-belt and split-belt locomotion after a lateral thoracic hemisection,Rybak,Shevtsova; Audet; Yassine,2025,10.7554/elife.103504,,,,,,True,False,
recw6AI1zSZZjIGJy,Improving reservoirs using intrinsic plasticity,Schrauwen,,2008,10.1016/j.neucom.2007.12.020,,,,,,False,True,"After deriving the learning rules, we show the effects of the bounded output of the transfer function on the moments of the actual output distribution."
recw7WEmMmAmvTlsa,Central pattern generator and its learning via simultaneous perturbation method,Maeda,,2012,10.1109/ijcnn.2012.6252803,,,,,,False,False,
recwAaYQRw2Psco5n,Digital Multiplierless Implementation of Biological Adaptive-Exponential Neuron Model,Gomar,,2014,10.1109/tcsi.2013.2286030,,,,,,False,False,
recwIiaV3T7VT6UtQ,Analyzing the Interplay Between Local CPG Activity and Sensory Signals for Inter-leg Coordination in Drosophila,Nourse,Szczecinski; Haustein; Bockemühl; Büschges; Quinn,2019,10.1007/978-3-030-24741-6_34,Insects; Arthropods,,,,,True,True,Tibia-amputated Drosophila legs show a speed-dependent stump oscillation — the wide range of possible periods at low walking speed collapses to a minimum as speed increases — which noisy leg CPGs stabilized by intra-leg load feedback and inter-leg coordinating signals can explain; the measured data anchor a simplified neuromuscular model of inter-leg coordination.
recwJwjGUkMcf44f6,Reversal of the influence of group Ib afferents from plantaris on activity in medial gastrocnemius muscle during locomotor activity,Pearson and Collins,,1993,10.1152/jn.1993.70.3.1009,,,,,,False,False,
recwOnb3OxPpfMrmX,Model-based neuromechanical controller for a robotic leg,Herr,Geyer; Eilenberg,2010,,,,,,,False,False,
recwQQSBHPlE6SmUk,Motoneuronal and muscle synergies involved in cat hindlimb control during fictive and real locomotion: a comparison study,Markin,,2012,10.1152/jn.00865.2011,Cat,,,,,True,True,Markin and Rybak model. Cat EMG data. Focus on synergies.
recwRVXeyikVNCPwN,The significance of dynamical architecture for adaptive responses to mechanical loads during rhythmic behavior,Shaw,Lyttle; Gill; Cullins; McManus; Lu; Thomas; Chiel,2015,10.1007/s10827-014-0519-3,,,,,,True,False,
recwSMgWBZ81qXb1w,Balance Control Mediated by Vestibular Circuits Directing Limb Extension or Antagonist Muscle Co-activation,Murray,,2018,10.1016/j.celrep.2018.01.009,Mice,,,,,False,True,"Jessell Correspondence a.murray@ucl.ac.uk (A.J.M.), tmj1@columbia.edu (T.M.J.) In Brief Murray et al."
recwTA9Z9VV7mQ8J4,Contribution of Cutaneous Inputs From the Hindpaw to the Control of Locomotion. I. Intact Cats,Gagnon,Bouyer; Rossignol,2003,10.1152/jn.00496.2003,,,,,,False,False,
recwWuRc9wprQR0Sx,"Convergent evolution and locomotion through complex terrain by insects, vertebrates and robots",Ritzmann,Quinn; Fischer,2004,10.1016/j.asd.2004.05.001,,,,,,True,False,
recwZPgwSdttusQDb,A Silicon Central Pattern Generator Controls Locomotion in Vivo,Vogelstein,,2008,10.1109/tbcas.2008.2001867,,,,,,False,False,
recwbmx3FzNx24bnW,Modulation of ipsi- and contralateral reflex responses in unrestrained walking cats,Duysens and Loeb,,1980,10.1152/jn.1980.44.5.1024,,,,,,False,False,
recwgCoGUA2e5cPSH,Sensory feedback plays a significant role in generating walking gait and in gait transition in salamanders: a simulation study,Harischandra,,2011,10.3389/fnbot.2011.00003,,,,,,True,False,
recwhu776pPJWjxVz,A Dynamic Neural Network Designed Using Analytical Methods Produces Dynamic Control Properties Similar to an Analogous Classical Controller,Hilts,Szczecinski; Quinn; Hunt,2019,10.1109/lcsys.2018.2871126,,,,,,False,False,
recwiZvCGUWWc07KX,Spinal control of locomotion--from cat to man.,Hultborn and Nielsen,,2007,10.1111/j.1748-1716.2006.01651.x,,,,,,False,False,
recwq2gbsgYNrthc7,Postural orientation and equilibrium: what do we need to know about neural control of balance to prevent falls?,Horak,,2006,10.1093/ageing/afl077,Human,,,,,False,False,
recwrdSKGZ07DNAGt,The Stabilizing Properties of Foot Yaw in Human Walking,Rebula,,,10.1016/j.jbiomech.2016.11.059,Human,,,Rebula,Rebula,False,True,"Review of stabilizing properties foot yaw human. Computational model study. We first developed a simple dynamic walking model, which shows that bipedal walking may indeed be stabilized through steering---externally rotating the foot about vertical toward the direction of lateral lean for each footfall---governed by linear feedback control."
recwtr5YFxIZsMLzn,Stimulation of the Spinal Cord for the Control of Walking,Dalrymple and Mushahwar,,2017,10.1142/9789813207158_0025,,,,,,False,False,
recwy6OuthAArEsQ9,An integrated neuromechanical model of the mouse to study neural control of locomotion,Ramalingasetty,,2023,10.18910/92326,Mice,,,Ramalingasetty 2023,,True,False,
recx0HOyhL3E7SkL2,Comparative investigation of control mechanisms for turning during quadrupedal robot locomotion,Lockhart,,2023,10.18910/92264,,,,Lockhart 2023,,True,False,
recx1CQz8ZvTDLl4Y,Bioinspired morphing wings for extended flight envelope and roll control of small drones,Luca,,2017,10.1098/rsfs.2016.0092,Vertebrates; Human,,,,,False,True,We show that a fully deployed configuration enhances manoeuvrability while a folded configuration offers low drag at high speeds and is beneficial in strong headwinds.
recx6cU1RkrYsx1TX,Observers for Canonic Models of Neural Oscillators,Fairhurst,,2010,10.1051/mmnp/20105206,,,,,,True,False,
recx8H3sgNvo0E3rK,Using Animatlab for Neuromechanical Analysis: Linear Hill Parameter Calculation,Young,Hunt; Chiel; Quinn,2020,10.1007/978-3-030-64313-3_38,,,,,,False,False,
recxDt1aXXxQt6UnR,Motion Control of a Robot Fish Based on CPG,Wang,,2005,10.1109/icit.2005.1600829,,,,Wang 2005,,False,False,
recxERwyMqbsjhdsI,"Starleth: a compliant quadrupedal robot for fast, efficient, and versatile locomotion",Hutter,,2012,10.1142/9789814415958_0062,Human,,,Hutter 2012,,False,True,Computational model study. The work is concluded with a number of experiments that demonstrate the performance of the presented hardware and controllers.
